기업명,직무,주요 업무,자격 요건,우대 사항
(주)윌로그,HW 기구 설계(기구 개발) 담당자 경력직,"이런 일을 함께 해요.
- 물류 현장에서 필요한 온도, 습도 및 위치 등을 확인할 수 있는 HW 제품 기구를 설계합니다.
- Plastic, Press, Rubber 등 부품을 활용한 설계
- 디바이스를 구성하는 각각의 부품들이 어떤 기능을 하고 어떻게 배치되어야 하는지, 제품 기구 금형 및 사출 업체 관리를 통해 협업합니다
- 개발 제품 성능이 현장에서도 잘 이루어지도록 전반적인 평가 후, 부족한 점은 개선해나갑니다.
- 양산 제품 관리 및 도면 작성 관리 등을 통해 양산이 차질없이 이루어지도록 조율합니다.
- 디바이스가 현장에서 실제로 사용될 때 발생하는 문제를 결함을 분석하여 올바른 해결방안을 제시함으로써 필드 이슈의 번복을 최소화합니다.","이런 경험을 가진 분을 찾아요.
- IoT 단말기, 휴대폰, 스마트폰 등의 모바일 HW 제품 개발 경력 보유자
- 소형 전자 제품 & 휴대형 제품 설계 실무 경력 보유자
- Solidworks (PRO-E) 등 3D 설계 프로그램 능통자
- 다양한 디바이스 제품 개발 및 양산 경험 보유자
- 기계설계 공학 또는 이공계열 학위 소지자
- 이공계열 학위 소지자","이런 경험이 있다면 더 도움이 될 것 같아요.
- IoT 단말기, 스마트폰 등의 유사 제품 개발 경력 보유자
- 산업용 PDA (결재 단말기) 제품 개발 경력 보유자
- 충전 크래들 또는 Battery 충전 Dock Station 제품 개발 경력 보유자
- 콜드체인 등 물류 산업 관련 제품 개발 경력 보유자
- 온도 측정기, Data Logger 제품 개발 경력 보유자
- Solidworks (PRO-E) 등 3D 설계 Tool 사용 가능자
- 고성능 방수방진 제품 설계 경험 보유자"
(주)윌로그,HW 하드웨어 개발자 (Hardware developer) 경력직,"이런 일을 함께 해요.
- 온도, 습도 등을 측정하는 디바이스 등을 위한 하드웨어 (RF/Baseband) 개발을 담당합니다.
- 특정 기능이 원활하게 이루어지도록 회로 설계 & PCB 설계를 진행합니다.. .
- RF 성능(Conduction @ Radiation), ESD, 소모전류, LCD 등 Baseband 성능 개선하여 완성도 높은 디바이스를 개발합니다.
- 개발 Event 검증 및 양산 과정을 검토하여 차질없이 진행될 수 있도록 합니다.
- 디바이스가 현장에서 실제로 사용될 때 발생하는 문제를 결함을 분석하여 올바른 해결방안을 제시함으로써 필드 이슈의 번복을 최소화합니다.
- KC, FCC 등 제품 승인을 위한 서류를 작성하고 관련 업무를 진행합니다.","이런 경험을 가진 분을 찾아요.
- 5년 이상 HW 개발(RF, BASEBAND) 실무 경험자
- IoT 단말기, 휴대전화, 스마트폰 등 모바일 HW 디바이스 개발 경력 보유자
- 다양한 디바이스 제품 개발 및 양산 경험 보유자
- 전자/ 전파 공학 또는 이공계열 학위 소지자","이런 경험이 있다면 더 도움이 될 것 같아요.
- IoT 단말기, 통신 모듈, 스마트폰 HW 개발 경력 보유자
- BLE SoC, Qualcomm Chipset 제품 개발 경력 보유자
- 온도 측정기, Data Logger 개발 경력 보유자
- 회로 & PCB 설계 & 설계 Tool (Pads) 사용자자
- Radiation 성능 (TIS, TRP) 측정 장비 운용 가능자
- 기구 설계 파트 협업 능력 보유자
- 계측기 (RF, Network Analyzer) 사용 능력 보유자
- 이동통신 (BLE, WIFI.4G LTE) 에 기본 개념 보유자
- F/W 업무에 대한 높은 이해도 및 협업 경력 보유자"
(주)윌로그,FW 펌웨어 개발자 (Firmware developer) 경력직,"이런 일을 함께 해요.
- 물류 현장에서 필요한 온도, 습도 및 위치 등을 확인할 수 있는 디바이스를 개발 및 테스트를 실시합니다.
- BLE 기반 단말기 Software (F/W) / IoT Celluar 단말기 Software (F/W) / 10T Gateway Software (FW)
- 개발 Event 검증 및 양산 과정을 검토하여 자질없이 진행될 수 있도록 합니다.
- 디바이스가 현장에서 실제로 사용될 때 발생하는 문제를 결함을 분석하여 올바른 해결방안을 제시함으로써 필드 이슈의 번복을 최소화합니다.","이런 경험을 가진 분을 찾아요.
- 5년 이상 MCU F/W (STM32, Nordic) 개발 경력자
- C/C++ 프로그래밍 가능자
- I2C,SPI,UARTADC 등 주변 장치 제어 경험자
- Git 사용가능자
- 전자/컴퓨터 공학 또는 이공계열 학위 소지자","이런 경험이 있다면 더 도움이 될 것 같아요.
- IoT 단말기, 휴대전화, 스마트폰 HW 개발, 통신 모듈 개발 경력 보유자
- IoT Gateway 개발 경력 보유자
- 이동통신 (BLE, WIFI,4G LTE) 에 대한 기본 개념 인지 및 이동통신 단말기 사업자 인증 경험 보유자
- BLE 노르딕, Qualcomm Chipset 적용 제품 개발 경력 보유자
- C/C++, 계측기 (OSC 등) 사용 능통자
- SW 플랫폼 (SaaS) 및 AWS 연동 데이터 서비스 연관 제품 개발 경력 보유자
- H/W 업무에 대한 이해도 및 협업 경력 보유자

함께 일하고 싶은 동료의 모습입니다.
- 더 나은 서비스를 만들기 위해 새로운 기술, 지식에 대한 열린 마인드를 가진 분
- 엄격하게 정의된 일정과 지표를 사용하여 계획적인 프로젝트 검증을 추진하는 데 전념하는 분
- 동료와의 협력, 협업을 통해 문제를 다뤄내는 데에 성취감을 느끼는 분
- 투철한 책임감과 분명한 목표의식을 바탕으로 내부 및 외부 고객에게 탁월한 고객 서비스를 제공하고자 하는 분"
(주)어메스,IT 서비스 기획자 / Sub PM,"? 제품/기능 기획서 작성
? 제품/기능에 대한 MRD/PRD 작성 및 개발 우선순위 결정
? 유저 활동 및 사용 트래킹 및 분석
? 제품/서비스 내부 데모 세션 진행","? 4년제 대학 졸업
? PM/PJM 경력 3년 이상
? Product Requirement 및 기획서 작성 능력
(포트폴리오 제출 필요, 관련 회사명 및 지적재산권 관련 부분 삭제 필수)
? 유저(시스템 사용자) 행위 분석 능력","? 관련 학과 출신, 학위 보유
? 자동차 관련 서비스나 플랫폼 기획 경력이 있으신 분
? IT/이커머스 서비스 기획 및 런칭 경력이 있으신 분
? English Proficiency - 영어로 technical한 부분에 대한 설명/이해/문서작성이 가능하신 분
? 새로운 아이디어를 적극적으로 제안하고 실행하실 수 있는 분
? 협업을 위한 소통과 커뮤니케이션 스킬이 뛰어나신 분"
(주)핏펫,물류인프라팀 담당자,#NAME?,"- 3년 이상의 경력을 보유하신 분
- 물류 운영 과정을 이해하시는 분
- 센터 이전이나 재고관리 경험을 보유하신 분
- MS office 사용이 능숙하신 분
- CMS/OMS/WMS 사용 및 흐름을 이해하시는 분
- 경기 화성시에서 근무 가능하신 분","- WMS/ERP 구축 경험을 보유하신 분
- 30인 이상의 인력을 운영해보신 분
- 스타트업 혹은 B2C 업종에서 업무 경험이 있으신 분"
(주)플러그링크,프론트엔드 개발자,"- 플러그링크 서비스 백오피스 개발 및 유지 보수
- 충전기 관리툴(CSMS) 백오피스 개발 및 유지 보수
- Static&Stateless SSR 사이트 구축 및 운영!","- 웹프론트엔드 개발 경험자로서 실무 3년차 이상 또는 그에 준하는 역량을 보유하신 분
- Vue, React 등 Javascript Framework를 활용한 SPA 개발 경험이 있으신 분
- HTML5, CSS, JavaScript, Webpack, Babel 에 대한 개발 경험이 있으신 분
- Typescript 등의 정적 언어로 개발한 경험이 있으신 분
- 반응형 디자인, 웹 접근성, 웹 표준을 고려한 UI 개발 경험이 있으신 분
- 동료 간 수평적인 구조를 중시하고 의견을 표현하는데 주저함이 없으며 다양한 팀과의 협업을 위한 커뮤니케이션이 원활하신 분
- 새로운 시도와 실패를 두려워하지 않는 도전적인 정신을 보유하신분","- 서버 사이드 렌더링 (SSR) 및 모바일 앱 내 웹앱 개발 경험이 있는 분
- 웹사이트 성능 측정 및 최적화 경험이 있으신 분
- 백엔드 개발 경험이 있거나 백엔드 개발 관련(Database, RESTful API 등) 이해도가 있으신 분
- Static&Stateless SSR 사이트 개발을 진행해보신 분
- Redux 등 상태 관리 패턴 사용에 익숙하신 분
- UI/UX 개선과 관련된 고민을 좋아하시는 분
- 새로운 기술에 대해 관심이나 이해도가 높으신 분"
(주)몰로코,Senior Machine Learning Engineer,"We seek exceptional machine learning engineers to join us in building a state-of-the-art machine learning system. Moloco's programmatic advertising engine is powered by custom deep neural network models that handle 1M+ QPS at 7 ms prediction latencies.

Moloco is an engineering company founded by software engineers, and machine learning is the core of Moloco's engineering systems. We understand the value of a strong engineering team and strive to hire only the best software engineers (https://www.linkedin.com/company/moloco/people/). Check out our case study published by Google: https://cloud.google.com/customers/moloco/","? Design state-of-the-art machine learning models using Tensorflow for real-world, large-scale problems.
? Construct and maintain data pipelines for model training and serving using Google Cloud products such as Apache Beam/Dataflow, BigQuery, and BigTable.
? Develop highly scalable model servers on cloud platforms.
? Work with product, account, and infrastructure engineering teams to define future product roadmaps.","? MS or Ph.D. degree in Computer Science or related technical field
? 4+ years of software development experiences in Machine Learning, Deep Learning related areas
? Fluent with one or more programming languages including Python, Java, and Golang.
? Knowledgeable with production-level machine learning applications including Natural Language Processing, computer vision, recommendation systems, and ranking systems.

Preferred Qualifications
(We truly encourage you to apply even if you don’t have these)
? MS or Ph.D. degree in Computer Science or related technical field"
(주)씨엠아이파트너스,일본 사업 총괄 (무무즈),"? 무무즈 일본 서비스 (https://www.moomooz.jp)의 규모 확장
? 일본 시장 및 고객 분석을 통해 초기 시장 진입 전략 구체화
? 상품 포트폴리오 전략, 가격 정책, 마케팅 전략 수립
? 일본 사업의 핵심 지표 및 P&L 설정 및 관리
? 무무즈 일본팀 리드","? 패션 유통에 대한 깊은 이해를 갖고 계신 분
? 해외 사업 초기 런칭 및 안정화해본 경험을 갖고 계신 분
? 비즈니스 모델 및 P&L(수익관리)에 대한 이해도를 갖추신 분
? 데이터 기반, 빠르게 변화하고 성장하는 조직 내에서, 오너십을 가지고 일하고 성과를 내본 경험 보유","? e-commerce 분야에 대한 이해도가 높으신 분
? 일본 시장에 대한 높은 이해도를 보유하신 분
? 유연함과 도전정신, 성과와 성장에 대한 열망이 강한 창업가 마인드셋을 갖추신 분
? 퍼포먼스 마케팅 채널 및 전략에 대한 이해도를 갖추신 분"
(주)플러그링크,백엔드 개발자,#NAME?,"- 웹 어플리케이션 개발, 운영 경험자로서 실무 5년차 이상 또는 그에 준하는 역량을 보유하신 분
- Java / Node / Python 등의 다양한 언어중 한가지에 Speciality 역량을 보유하신 분
- 동료 간 수평적인 구조를 중시하고 의견을 표현하는데 주저함이 없으며 다양한 팀과의 협업을 위한 커뮤니케이션이 원활하신 분
- 새로운 시도와 실패를 두려워하지 않는 도전적인 정신을 보유하신분",#NAME?
(주)스마일서브,클라우드&시스템 엔지니어 (신입),#NAME?,#NAME?,#NAME?
(주)라텔앤드파트너즈,웹프론트 개발자(4년 이상),"? UI/UX 웹 프론트엔드 화면 반응형 퍼블리싱
? React를 이용한 Web/App 애플리케이션 개발
? 서비스 유지보수 및 구조 성능 개선
? UX디자이너, 기획자, 백엔드 개발자와 프로젝트 협업","? 경력 4~7년
? HTML, CSS, TypeScript에 경험과 이해가 있으신 분
? React 개발 경험이 있으신 분
? 전역 상태 관리(Recoil, Redux 등)에 익숙하신 분
? 원활한 커뮤니케이션 능력이 있으신 분",? UX/UI 퍼블리싱 경험 있으신 분
(주)큐픽스,고객성공매니저(Customer Success Manager) [BIM컨설턴트/일본담당],"?신규 제안 미팅에 적합한 고객사 맞춤형 시나리오 및 컨설팅을 제공합니다.
?고객사에게 필요한 기술지원을 제공하고, 성공사례 발굴을 위한 고객 지원 및 관리를 진행합니다.
?고객사에게 제품 및 서비스 관련 온보딩 교육을 제공합니다.
?고객사와 효율적인 커뮤니케이션을 통한 business/technical relationship 형성에 포커스합니다.
?고객사와의 커뮤니케이션을 통해 향후 개발되는 제품의 로드맵을 제시합니다.
- 고객사의 제품 활용에 관련하여 요청사항 및 이슈 관리
- 고객사의 피드백을 취합하여 내부 기능 개발 방향성 및 우선순위 제안
?한국오피스의 APAC 담당 지역 중 하나인 일본에 위치한 고객사들을 담당합니다.

[Customer Success Manager (CSM) Team]
큐픽스 Customer Success Manager (CSM/고객 성공 매니저)팀은 실제 솔루션 사용에 있어 필요한 기술 및 활용 사례를 제공하고, 고객사의 솔루션 활용성을 극대화한 고객 관점의 활용 방안을 제시함으로써 고객사의 충성도와 고객 관계를 구축하는데 집중합니다. 고객사와 회사의 중간다리 역할로 고객사에는 회사를 대변하여 제품을 소개하고, 회사 내부적으로는 고객사를 대변하여 제품의 방향성을 제시합니다.
현재 주 무대인 한국, 미국을 전 세계 모든 건설 현장이 스마트 해지길 바라는 마음으로 다양한 팀들과 원활한 소통을 주도하는 Customer Success Manager (CSM/고객성공매니저)를 채용하고자 합니다.","?최소 1년 이상 유관 산업 경력자 (1년~5년 경력 선호)
?건축/토목/기계공학 전공자
?건축용 소프트웨어 경험 보유자 (BIM, AutoCAD, SketchUp 등)
?비즈니스 일본어 가능자 (Webinar, Sales Demo 일본어로 가능한 수준, 해외 출장 가능자)","?건축/엔지니어링 소프트웨어 영업 또는 기술지원 업무 경험 보유자
?전문가용 건축 소프트웨어 경험 보유자 (Revit, BIM360, Primavera 등 3D 모델링 소프트웨어)
?일본 지역 프로젝트 관련 Junior Architect 경험 또는 건설 Project Engineer 업무 경험 보유자
?상대방의 니즈를 빠르게 파악하고 대응할 수 있는 분
?상황에 맞는 문제 해결 능력이 뛰어나신 분
?뛰어난 communication skill을 가지신 분

[이런 분께 추천드려요!]
??? 영어가 메인인 글로벌 서비스 플랫폼의 프로젝트 관리 업무 담당해보고 싶은 분
?? 새로운 기술을 배움에 거리낌이 없고, 빠르게 습득하여 업무에 적용할 수 있는 분
?? All-rounder로서 여러 팀들과의 효율적이고 생산적인 커뮤니케이션에 자신 있으신 분"
