section-summary,section-stack
"머신러닝,인공지능(AI)","['Docker', 'NLP', 'Tensorflow', 'PyTorch', 'Python']"
"머신러닝,인공지능(AI)","['PyTorch', 'Tensorflow', 'Python']"
"머신러닝,인공지능(AI)","['PyTorch', 'Tensorflow', 'Python']"
프론트엔드,"['Webpack', 'Babel', 'REST API', 'Redux.js', 'ReactJS', 'AWS Lambda', 'CSS', 'ES6', 'TypeScript', 'GraphQL']"
서버/백엔드,"['Java', 'Netty', 'MongoDB', 'Redis', 'RabbitMQ', 'Apache ActiveMQ', 'Spring']"
"서버/백엔드,프론트엔드","['SVN(Apache Subversion)', 'Git', 'SQL', 'REST API', 'Linux', 'Apache Struts', 'Spring', 'Java']"
"서버/백엔드,프론트엔드","['SVN(Apache Subversion)', 'Git', 'SQL', 'REST API', 'Linux', 'Apache Struts', 'Spring', 'Java']"
"서버/백엔드,프론트엔드","['SVN(Apache Subversion)', 'Git', 'SQL', 'REST API', 'Linux', 'Apache Struts', 'Spring', 'Java']"
프론트엔드,"['ReactJS', 'Vue.js']"
프론트엔드,"['Cross Browsing', 'Webpack', 'TypeScript', 'Angular', 'Vue.js', 'ReactJS']"
프론트엔드,"['CSS', 'JavaScript', 'HTML']"
"서버/백엔드,프론트엔드,인공지능(AI)","['TypeScript', 'Vue.js', 'AngularJS', 'ReactJS', 'Bootstrap', 'REST API', 'Ruby on Rails', 'JavaScript', 'jQuery', 'CSS', 'HTML']"
"프론트엔드,웹풀스택","['TypeScript', 'Vue.js', 'HTML', 'CSS', 'ReactJS', 'Node.js', 'AngularJS']"
"프론트엔드,웹풀스택","['ReactJS', 'Redux.js', 'TypeScript', 'RxJS', 'CSS', 'HTML', 'JavaScript', 'ES6']"
프론트엔드,"['JavaScript', 'ReactJS', 'CSS', 'HTML']"
서버/백엔드,"['AWS EC2', 'AWS S3', 'Java', 'Docker', 'Git', 'MySQL', 'PHP']"
아이폰앱,"['Git', 'Objective-C', 'Swift']"
안드로이드앱,"['XML', 'Gradle', 'Firebase', 'RxJava', 'Kotlin', 'Android', 'Java']"
"서버/백엔드,시스템/네트워크","['AWS Elasticsearch Service', 'Redis', 'MySQL', 'Python', 'Django', 'Composer', 'Docker', 'Terraform', 'Ansible', 'AWS S3', 'AWS EC2', 'AWS Route 53', 'AWS ElasticBeanstalk']"
"서버/백엔드,프론트엔드","['Koa.js', 'GCP(Google Cloud Platform)', 'Node.js', 'ReactJS', 'React Native', 'Django']"
"프론트엔드,웹풀스택,인공지능(AI)","['Webpack', 'React Native', 'TypeScript']"
"프론트엔드,안드로이드앱,아이폰앱","['Firebase', 'jQuery', 'JavaScript', 'CSS', 'HTML', 'React Native']"
"안드로이드앱,아이폰앱,모바일게임","['Unity', 'C#', 'C++', 'Python', 'ReactJS', 'iOS', 'Android', 'Java', 'Firebase', 'React Native', 'Swift']"
"서버/백엔드,웹풀스택,데이터엔지니어","['ReactJS', 'Docker', 'MySQL', 'Node.js']"
"서버/백엔드,웹풀스택,데이터엔지니어","['ReactJS', 'Docker', 'MySQL', 'Node.js']"
"서버/백엔드,시스템/네트워크,인터넷보안","['AWS Security Hub', 'Node.js', 'TypeScript', 'C#']"
게임클라이언트,"['Unity', 'Unreal Engine', 'C++']"
"서버/백엔드,시스템/네트워크,인터넷보안","['Node.js', 'TypeScript', 'C#', 'Azure', 'AWS Lambda', 'Docker', 'AWS GuardDuty', 'AWS CloudTrail']"
"서버/백엔드,웹풀스택","['Node.js', 'React Native', 'ExpressJS', 'TypeScript', 'NestJS', 'GitHub', 'Azure']"
"서버/백엔드,시스템/네트워크,인터넷보안","['React Native', 'Linux', 'TypeScript', 'Node.js', 'Git', 'CSS', 'HTML']"
"프론트엔드,웹풀스택","['ReactJS', 'React Native', 'Vue.js', 'AngularJS', 'HTML', 'CSS', 'jQuery']"
아이폰앱,"['REST API', 'iOS', 'Swift', 'Objective-C']"
"서버/백엔드,프론트엔드,웹풀스택","['Java', 'AngularJS', 'MySQL', 'ReactJS', 'Node.js', 'PHP']"
"서버/백엔드,웹풀스택,시스템/네트워크","['JavaScript', 'Docker', 'Git', 'ES6', 'ReactJS', 'PostgreSQL', 'Apollo Server', 'Apollo Client', 'GraphQL', 'ExpressJS', 'Node.js']"
프론트엔드,"['JavaScript', 'HTML', 'CSS', 'Node.js', 'ReactJS', 'Vue.js', 'Webpack', 'Vuex', 'Redux.js', 'Sass(SCSS)', 'Less.js', 'Amazon Web Services(AWS)', 'Next.js', 'Nuxt.js', 'Git']"
서버/백엔드,"['Spring', 'Java']"
"서버/백엔드,데이터엔지니어,응용프로그램",['Elasticsearch']
데이터엔지니어,"['Big Data', 'GCP(Google Cloud Platform)']"
"서버/백엔드,머신러닝,데이터엔지니어","['Linux', 'Shell', 'Python']"
아이폰앱,"['Objective-C', 'iOS', 'Swift']"
프론트엔드,"['HTML5', 'CSS', 'JavaScript']"
안드로이드앱,['Android']
프론트엔드,"['TypeScript', 'JavaScript', 'ReactJS']"
"서버/백엔드,시스템/네트워크","['MongoDB', 'Git', 'Docker', 'Java']"
아이폰앱,"['Objective-C', 'Swift']"
프론트엔드,"['HTML', 'CSS', 'JavaScript', 'ReactJS']"
"프론트엔드,웹풀스택","['Babel', 'Redux.js', 'ES6', 'GraphQL', 'TypeScript', 'Webpack', 'ReactJS', 'CSS', 'HTML']"
"프론트엔드,안드로이드앱,아이폰앱","['gRPC', 'Amazon Web Services(AWS)', 'ReactJS', 'flutter', 'TypeScript', 'React Native']"
"서버/백엔드,프론트엔드,웹풀스택","['TypeScript', 'Node.js', 'JavaScript']"
"서버/백엔드,웹풀스택,시스템/네트워크","['TypeScript', 'Amazon Web Services(AWS)', 'Elasticsearch', 'Kotlin', 'Java', 'Node.js', 'JavaScript', 'MySQL']"
"서버/백엔드,웹풀스택","['Spring Boot', 'JavaScript', 'Git', 'Node.js', 'Spring', 'MySQL', 'Java']"
아이폰앱,"['REST API', 'Swift', 'iOS']"
"서버/백엔드,웹풀스택,머신러닝","['PyTorch', 'Tensorflow', 'Microservice Architecture', 'Kubernetes', 'MySQL', 'Java', 'Python', 'Node.js', 'Apache Spark', 'Apache Hadoop', 'ReactJS', 'Spring', 'JavaScript']"
"서버/백엔드,웹풀스택,응용프로그램","['ASP.NET', 'Azure', '.NET', 'C#']"
서버/백엔드,"['Querydsl', 'Docker', 'AWS ElastiCache', 'AWS RDS', 'AWS ECR', 'AWS ECS', 'Spring Boot', 'JIRA', 'Git', 'MySQL', 'Java']"
"프론트엔드,웹풀스택","['BitBucket', 'Node.js', 'ReactJS', 'Python', 'GraphQL', 'Apollo Server', 'Storybook', 'Jest', 'Nuxt.js', 'Vuetify.js', 'Vue.js', 'JIRA', 'JavaScript']"
머신러닝,"['Python', 'Deep Learning', 'Machine Learning', 'Tensorflow', 'PyTorch']"
"서버/백엔드,안드로이드앱,머신러닝","['Kotlin', 'Android', 'Java']"
"프론트엔드,웹풀스택","['JavaScript', 'AngularJS', 'ReactJS', 'Vue.js', 'Node.js', 'CSS', 'HTML']"
시스템/네트워크,"['Linux', 'Windows Embedded']"
"인공지능(AI),시스템/네트워크","['Shell Script', 'JavaScript', 'Java']"
인공지능(AI),"['Shell Script', 'Linux', 'JavaScript', 'Java']"
프론트엔드,"['Vuetify.js', 'Vue.js', 'jQuery', 'CSS', 'HTML', 'WordPress']"
"안드로이드앱,아이폰앱",['React Native']
"안드로이드앱,시스템소프트웨어,응용프로그램","['JavaScript', 'C', 'C#', 'Android', 'Java']"
서버/백엔드,"['Redis', 'Kubernetes', 'MongoDB', 'Git', 'Celery', 'Flask', 'Python', 'Docker']"
"프론트엔드,웹풀스택","['Nginx', 'CSS', 'Vuex', 'Vue.js']"
"인공지능(AI),데이터엔지니어",['Data Analysys']
"서버/백엔드,웹풀스택","['Spring', 'Java']"
"서버/백엔드,웹풀스택","['Spring', 'Java']"
"안드로이드앱,아이폰앱,응용프로그램","['Android', 'Swift', 'React Native', 'PHP', 'Java']"
"시스템소프트웨어,응용프로그램,블록체인","['EOS', 'C++']"
"안드로이드앱,아이폰앱","['Android', 'iOS']"
"서버/백엔드,프론트엔드","['Linux', 'MySQL', 'Nginx', 'Bootstrap', 'jQuery', 'Apache FreeMarker', 'SiteMesh', 'Java']"
아이폰앱,"['iOS', 'Swift', 'Objective-C']"
안드로이드앱,"['Android', 'ExoPlayer', 'SQLite']"
프론트엔드,"['ReactJS', 'JavaScript']"
안드로이드앱,"['Kotlin', 'Android']"
아이폰앱,"['iOS', 'Swift']"
아이폰앱,"['Swift', 'iOS']"
안드로이드앱,"['Kotlin', 'Android']"
"서버/백엔드,안드로이드앱","['Ruby on Rails', 'MySQL']"
서버/백엔드,['Node.js']
프론트엔드,"['React Native', 'JavaScript']"
서버/백엔드,"['gRPC', 'Docker', 'Kubernetes', 'Elixir', 'Python', 'Ruby', 'Java']"
아이폰앱,"['iOS', 'Swift']"
안드로이드앱,['Java']
"서버/백엔드,웹풀스택,아이폰앱","['JavaScript', 'Spring', 'Java']"
"서버/백엔드,프론트엔드,시스템/네트워크",['Java']
"아이폰앱,인터넷보안","['ReactJS', 'JavaScript', 'React Native', 'Objective-C', 'Swift', 'iOS']"
"프론트엔드,인공지능(AI)","['ReactJS', 'Relay', 'GraphQL', 'JavaScript', 'HTML', 'CSS', 'Elixir', 'TypeScript']"
서버/백엔드,"['AWS S3', 'AWS EC2', 'Git', 'Java', 'Redis', 'MySQL', 'Spring Boot']"
"서버/백엔드,웹풀스택,게임서버","['HTML', 'AWS CloudFront', 'AWS RDS', 'AWS EC2', 'Git', 'Redis', 'MySQL', 'PHP']"
서버/백엔드,"['AWS S3', 'AWS Athena', 'Docker', 'Redis', 'MySQL', 'Spring', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['ES6', 'Vue.js', 'Amazon Web Services(AWS)', 'Django', 'Python']"
"서버/백엔드,안드로이드앱,아이폰앱","['iOS', 'Android', 'Node.js', 'React Native']"
게임서버,"['Java', 'C#', 'C++']"
"서버/백엔드,웹풀스택","['Redis', 'JavaScript', 'Node.js']"
"서버/백엔드,머신러닝","['Kubernetes', 'Go', 'Python']"
"서버/백엔드,웹풀스택,시스템소프트웨어","['Laravel', 'Spring', 'JavaScript', 'Git', 'PHP', 'MySQL', 'Java']"
"서버/백엔드,머신러닝,시스템소프트웨어","['Git', 'Docker', 'Python', 'JavaScript', 'Keras', 'Tensorflow']"
서버/백엔드,"['Amazon Web Services(AWS)', 'GCP(Google Cloud Platform)', 'REST API', 'Node.js', 'Python', 'PHP', 'Kubernetes', 'Docker', 'Microservice Architecture', 'Go']"
서버/백엔드,['Node.js']
서버/백엔드,"['Spring', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['REST API', 'Linux', 'JPA(Java Persistent API)', 'Spring', 'Java']"
"서버/백엔드,웹풀스택,시스템/네트워크","['Git', 'Docker', 'Kubernetes', 'Redis', 'MySQL', 'PostgreSQL', 'Go', 'REST API', 'Django', 'Python']"
"서버/백엔드,웹풀스택","['RPC(Remote Procedure Call)', 'REST API', 'Apache Ant', 'Apache ZooKeeper', 'Gradle', 'ExpressJS', 'Docker', 'Java', 'GitLab', 'CodeIgniter', 'jQuery', 'JavaScript', 'Django', 'Flask', 'Git', 'Node.js', 'PHP', 'Python', 'MySQL']"
프론트엔드,"['JavaScript', 'CSS', 'HTML']"
"서버/백엔드,시스템/네트워크","['JSP', 'AWS S3', 'JavaScript', 'Spring', 'MySQL', 'Java']"
"서버/백엔드,웹풀스택,시스템/네트워크","['Ruby', 'Ruby on Rails', 'JavaScript']"
안드로이드앱,"['MVVM(Model-View-ViewModel)', 'Retrofit2', 'RxKotlin', 'RxAndroid', 'RxJava', 'Java', 'Kotlin']"
"서버/백엔드,데이터엔지니어","['Vue.js', 'Java', 'Kotlin', 'TypeScript', 'MySQL', 'AWS EC2', 'Node.js']"
"프론트엔드,데이터엔지니어,시스템소프트웨어","['HTML5', 'CSS', 'ReactJS', 'Vue.js', 'REST API']"
"서버/백엔드,프론트엔드,웹풀스택","['JavaScript', 'Node.js']"
"서버/백엔드,데이터엔지니어,시스템소프트웨어","['REST API', 'Spring Boot', 'GitHub', 'AWS S3', 'Git', 'JavaScript', 'Spring', 'Java']"
"서버/백엔드,데이터엔지니어,시스템소프트웨어","['REST API', 'Spring Boot', 'GitHub', 'AWS S3', 'Git', 'JavaScript', 'Spring', 'Java']"
"서버/백엔드,데이터엔지니어,시스템소프트웨어","['REST API', 'Spring Boot', 'GitHub', 'AWS S3', 'Git', 'JavaScript', 'Spring', 'Java']"
"서버/백엔드,데이터엔지니어,시스템소프트웨어","['REST API', 'Spring Boot', 'GitHub', 'AWS S3', 'Git', 'JavaScript', 'Spring', 'Java']"
"서버/백엔드,웹풀스택,시스템소프트웨어","['Laravel', 'AWS S3', 'Spring Boot', 'Spring', 'JavaScript', 'ReactJS', 'Java', 'Vue.js', 'PHP']"
서버/백엔드,"['Java', 'Python']"
"서버/백엔드,웹풀스택","['Redis', 'Docker', 'MySQL', 'Laravel', 'Sass(SCSS)', 'ReactJS', 'jQuery', 'JavaScript', 'Python', 'PHP']"
"서버/백엔드,시스템/네트워크,시스템소프트웨어","['Apache ZooKeeper', 'Apache Kafka', 'Docker', 'Python']"
"프론트엔드,웹풀스택","['HTML', 'Vue.js', 'JavaScript']"
"서버/백엔드,시스템/네트워크,시스템소프트웨어","['Docker', 'Apache Kafka', 'Python']"
"서버/백엔드,모바일게임","['Kubernetes', 'Docker', 'MySQL', 'GraphQL', 'TypeScript', 'Node.js']"
서버/백엔드,"['PHP', 'MySQL', 'Git', 'Docker', 'Java', 'AWS S3', 'AWS EC2']"
"서버/백엔드,웹풀스택,인공지능(AI)","['Amazon Web Services(AWS)', 'JavaScript', 'HTML', 'Spring Cloud', 'Database', 'Java']"
"서버/백엔드,웹풀스택","['Elastic Stack', 'Redis', 'Aurora DB', 'AWS Lambda', 'Ruby on Rails']"
"서버/백엔드,머신러닝,시스템/네트워크","['GitLab', 'Google Istio on GKE', 'Ansible', 'Terraform', 'Kubernetes', 'Docker', 'Apache Kafka', 'Apache Sentry', 'Redis', 'Python', 'SQL', 'Pandas', 'Linux']"
"안드로이드앱,아이폰앱,응용프로그램","['Kotlin', 'Objective-C', 'Java', 'iOS', 'Android', 'C++', 'C', 'Swift']"
서버/백엔드,"['REST API', 'MongoDB', 'Node.js', 'JavaScript']"
서버/백엔드,"['Java', 'Machine Learning', 'GCP(Google Cloud Platform)', 'Amazon Web Services(AWS)', 'Kubernetes', 'Docker', 'REST API', 'Microservice Architecture', 'Node.js', 'Python', 'Go']"
"서버/백엔드,웹풀스택","['SVN(Apache Subversion)', 'Git', 'JIRA', 'Apache Kafka', 'Spring Batch', 'Spring Security', 'Spring Boot', 'Azure Batch', 'Spring', 'Java']"
"서버/백엔드,웹풀스택","['MSSQL(Microsoft SQL Server)', 'Oracle', 'PostgreSQL', 'Spring Batch', 'Java']"
서버/백엔드,"['MSSQL(Microsoft SQL Server)', 'Oracle', 'PostgreSQL', 'Spring Batch', 'Java']"
서버/백엔드,"['Spring', 'Java', 'JavaScript', 'Node.js', 'MongoDB', 'REST API']"
서버/백엔드,"['MySQL', 'Loopback', 'JavaScript', 'Node.js']"
"서버/백엔드,웹풀스택,게임서버","['Python', 'Ruby on Rails']"
아이폰앱,['iOS']
"서버/백엔드,웹풀스택,시스템/네트워크","['GitHub', 'MariaDB', 'MySQL', 'Flask', 'REST API', 'Python']"
"서버/백엔드,웹풀스택,응용프로그램","['MSSQL(Microsoft SQL Server)', 'C#', 'Java']"
"서버/백엔드,웹풀스택,시스템/네트워크","['Amazon Web Services(AWS)', 'REST API', 'Git', 'Spring', 'Java']"
"서버/백엔드,웹풀스택,사물인터넷(IoT)","['MySQL', 'GCP(Google Cloud Platform)', 'Django', 'Git', 'Python']"
"서버/백엔드,인공지능(AI),데이터엔지니어","['Oracle', 'Linux', 'Java']"
서버/백엔드,"['Angular', 'TypeScript', 'JavaScript', 'Git', 'SQL', 'Database', 'Apache Maven', 'Java']"
서버/백엔드,"['Spring', 'PHP', 'Java', 'C++']"
서버/백엔드,"['Java', 'SQL', 'Database', 'Git']"
서버/백엔드,['Java']
"서버/백엔드,프론트엔드,응용프로그램","['JavaScript', 'MySQL', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['TypeScript', 'Node.js', 'ExpressJS', 'JavaScript', 'PostgreSQL', 'MySQL']"
"서버/백엔드,데이터엔지니어,시스템소프트웨어","['Go', 'PostgreSQL', 'AWS DynamoDB', 'Amazon Web Services(AWS)', 'NoSQL', 'Linux']"
"서버/백엔드,웹풀스택,인터넷보안","['Spring', 'Redis', 'MySQL', 'Java']"
서버/백엔드,"['Scala', 'Kotlin', 'Go', 'Node.js', 'Ruby on Rails', 'Java']"
서버/백엔드,"['Kubernetes', 'Docker', 'Elixir', 'Ruby']"
서버/백엔드,"['Docker', 'Kubernetes', 'Linux']"
서버/백엔드,"['Go', 'Python', 'Linux', 'C++', 'C']"
서버/백엔드,"['Flask', 'MySQL', 'C++', 'C', 'Python', 'Java']"
서버/백엔드,"['Kibana', 'MySQL', 'Docker']"
서버/백엔드,"['ExpressJS', 'Node.js', 'Django', 'Python']"
서버/백엔드,"['JavaScript', 'HTML', 'CSS', 'jQuery', 'Redis', 'Docker', 'MySQL', 'Git', 'Django', 'Python']"
"프론트엔드,웹풀스택","['Git', 'Vue.js', 'HTML', 'JavaScript']"
"서버/백엔드,웹풀스택","['Docker', 'REST API', 'Git', 'Node.js']"
"서버/백엔드,웹풀스택,인공지능(AI)","['Spring Cloud', 'Database', 'JavaScript', 'HTML5', 'Amazon Web Services(AWS)', 'Java']"
서버/백엔드,"['Redis', 'PHP', 'MySQL']"
"서버/백엔드,블록체인","['Git', 'Node.js']"
"프론트엔드,웹풀스택","['AWS RDS', 'AWS EC2', 'AWS S3', 'MySQL', 'Node.js', 'ES6', 'CSS', 'HTML', 'Vue.js', 'JavaScript']"
안드로이드앱,"['Gradle', 'Android', 'Kotlin']"
아이폰앱,"['REST API', 'iOS', 'Swift']"
게임클라이언트,"['Windows Server', 'ASP.NET', 'TypeScript', 'AWS Lambda', 'AWS S3', 'AWS EC2', 'Node.js']"
"머신러닝,인공지능(AI)","['PyTorch', 'Tensorflow', 'Python', 'NLP']"
"서버/백엔드,안드로이드앱,아이폰앱","['React Native', 'Kotlin', 'Android']"
"서버/백엔드,시스템/네트워크,인터넷보안","['Go', 'Python', 'Java']"
프론트엔드,"['Node.js', 'TypeScript', 'ES6', 'JavaScript', 'Vue.js', 'HTML5', 'CSS']"
프론트엔드,"['ECMAScript(ES)', 'jQuery', 'HTML5', 'CSS']"
"모바일게임,게임클라이언트,응용프로그램","['Git', 'Unity', 'C#']"
"프론트엔드,안드로이드앱,아이폰앱","['iOS', 'flutter', 'Android', 'React Native']"
"서버/백엔드,머신러닝,인공지능(AI)",['Java']
"서버/백엔드,인공지능(AI)","['JavaScript', 'MySQL', 'Java']"
서버/백엔드,"['Spring', 'MySQL', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['Docker', 'MySQL', 'Python']"
"서버/백엔드,웹풀스택,데이터엔지니어","['SQL', 'Git', 'Docker', 'PHP']"
"서버/백엔드,머신러닝,데이터엔지니어","['MySQL', 'SQL', 'Keras', 'Tensorflow', 'Python']"
서버/백엔드,"['MongoDB', 'REST API', 'Node.js']"
"서버/백엔드,웹풀스택","['ReactJS', 'Docker', 'Spring', 'MySQL', 'Java']"
"프론트엔드,웹풀스택","['Node.js', 'CSS', 'HTML', 'JavaScript']"
"웹풀스택,안드로이드앱,아이폰앱","['MariaDB', 'MSSQL(Microsoft SQL Server)', 'MySQL', 'Oracle', 'RxSwift', 'Swift', 'REST API', 'RxJava', 'Kotlin', 'Python', 'PHP', 'jQuery', 'JavaScript', 'Java']"
"안드로이드앱,아이폰앱,응용프로그램","['Swift', 'Python', 'C', 'C++', 'JavaScript', 'iOS', 'Java', 'Android', 'Objective-C', 'Kotlin']"
서버/백엔드,"['Amazon Web Services(AWS)', 'MyBatis', 'JSP', 'Spring', 'Java']"
서버/백엔드,"['SQLAlchemy', 'Django', 'Python']"
"웹풀스택,아이폰앱,응용프로그램","['Java', 'JavaScript', 'jQuery', 'PHP', 'Python', 'Kotlin', 'RxJava', 'REST API', 'Swift', 'RxSwift', 'Oracle', 'MySQL', 'MSSQL(Microsoft SQL Server)', 'MariaDB']"
서버/백엔드,"['PHP', 'Node.js', 'Python', 'Java']"
아이폰앱,"['Git', 'Swift', 'iOS']"
"프론트엔드,인공지능(AI)","['jQuery', 'ReactJS', 'CSS', 'HTML', 'JavaScript']"
"서버/백엔드,인공지능(AI)","['MySQL', 'MongoDB', 'Spring Cloud', 'Spring', 'MariaDB', 'Java', 'Git', 'Amazon Web Services(AWS)']"
"프론트엔드,웹풀스택","['CSS', 'HTML', 'ReactJS', 'Git', 'React Native']"
"서버/백엔드,웹풀스택","['Docker', 'Django', 'MySQL', 'Node.js']"
"서버/백엔드,인터넷보안,응용프로그램","['JIRA', 'Kubernetes', 'Docker', 'Logstash', 'Apache Kafka', 'REST API', 'Elasticsearch', 'Python', 'Java']"
"프론트엔드,웹풀스택","['C#', '.NET']"
"시스템소프트웨어,응용프로그램","['Linux kernel', 'C++', 'C', 'Linux']"
"프론트엔드,웹풀스택","['ThreeJS', 'CSS', 'HTML', 'ReactJS', 'JavaScript']"
"서버/백엔드,시스템/네트워크","['MySQL', 'Google Cloud Platform', 'Amazon Web Services(AWS)', 'Docker', 'Django', 'Python']"
"머신러닝,인공지능(AI)","['C++', 'Python', 'PyTorch', 'Keras', 'Tensorflow', 'OpenCV']"
"프론트엔드,아이폰앱","['Firebase', 'Objective-C', 'Swift', 'iOS']"
"프론트엔드,안드로이드앱","['Firebase', 'Java', 'Kotlin', 'Android']"
서버/백엔드,"['Elasticsearch', 'Git', 'Docker', 'MySQL', 'Flask', 'Python']"
"서버/백엔드,웹풀스택","['Zappa', 'Django', 'Python']"
아이폰앱,"['Objective-C', 'Swift', 'iOS']"
서버/백엔드,"['Google Cloud Platform', 'Amazon Web Services(AWS)', 'Kubernetes', 'Docker', 'Microservice Architecture', 'Node.js', 'Go', 'Python']"
프론트엔드,"['Nuxt.js', 'Vue.js']"
"프론트엔드,웹풀스택","['TypeScript', 'JavaScript']"
"머신러닝,인공지능(AI)","['Keras', 'Tensorflow', 'Python']"
"안드로이드앱,아이폰앱","['iOS', 'Android', 'C++', 'C']"
"서버/백엔드,프론트엔드,웹풀스택",['Node.js']
"프론트엔드,웹풀스택,데이터엔지니어","['Docker', 'ES6', 'CSS', 'HTML', 'Vue.js', 'JavaScript']"
아이폰앱,"['Swift', 'Objective-C']"
아이폰앱,"['Swift', 'Objective-C']"
"안드로이드앱,모바일게임,게임클라이언트","['Unity', 'C#']"
서버/백엔드,"['Jenkins', 'Terraform', 'Redis', 'Python', 'Node.js']"
서버/백엔드,"['Terraform', 'Redis', 'Python', 'Jenkins', 'Node.js']"
"서버/백엔드,웹풀스택,시스템/네트워크","['Java', 'Spring', 'Git', 'REST API', 'Amazon Web Services(AWS)']"
"프론트엔드,웹풀스택,응용프로그램","['Webpack', 'Node.js', 'TypeScript', 'CSS', 'HTML']"
"서버/백엔드,시스템소프트웨어,응용프로그램","['REST API', 'Git', 'JavaScript', 'Spring Boot', 'Spring', 'Java']"
"서버/백엔드,시스템소프트웨어,응용프로그램","['REST API', 'Git', 'JavaScript', 'Spring Boot', 'Spring', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['Node.js', 'ES6', 'HTML', 'JavaScript', 'Spring', 'Java']"
프론트엔드,"['HTML', 'JavaScript', 'Vue.js', 'CSS']"
서버/백엔드,"['MongoDB', 'Oracle Database', 'Node.js', 'Spring', 'Redis', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['HTML5', 'Sass(SCSS)', 'Git', 'JavaScript', 'MySQL', 'ReactJS', 'Node.js']"
"프론트엔드,안드로이드앱,아이폰앱","['iOS', 'Android', 'React Native', 'ReactJS', 'Node.js', 'JavaScript']"
"웹풀스택,시스템/네트워크,시스템소프트웨어","['C#', 'Docker', 'PHP', 'Python', 'JavaScript', 'Java']"
"서버/백엔드,프론트엔드,시스템/네트워크","['Kotlin', 'WebRTC', 'Swift', 'RxJava', 'Node.js', 'Java']"
"서버/백엔드,데이터엔지니어,시스템/네트워크","['Linux', 'MySQL', 'PHP', 'Git', 'MongoDB', 'Node.js', 'Redis']"
프론트엔드,"['RxSwift', 'OpenGL', 'WebRTC', 'RxJava', 'Kotlin', 'Swift', 'Java']"
"서버/백엔드,시스템/네트워크","['WebRTC', 'Go', 'Node.js']"
"프론트엔드,안드로이드앱","['OpenGL', 'WebRTC', 'RxJava', 'Kotlin', 'Java']"
"프론트엔드,아이폰앱","['WebRTC', 'RxSwift', 'Swift']"
"프론트엔드,아이폰앱","['WebRTC', 'RxSwift', 'Swift']"
"서버/백엔드,데이터엔지니어,시스템/네트워크","['Fluentd', 'SQL', 'Linux', 'MongoDB', 'Docker', 'PHP', 'Python', 'Django', 'MySQL']"
안드로이드앱,"['Kotlin', 'Java']"
아이폰앱,"['Swift', 'Objective-C']"
서버/백엔드,"['Ruby on Rails', 'SQL', 'Database']"
"서버/백엔드,프론트엔드,웹풀스택","['JavaScript', 'Ruby on Rails', 'Python']"
서버/백엔드,"['Ruby on Rails', 'Java']"
"프론트엔드,웹풀스택","['Git', 'ReactJS', 'React Native', 'CSS', 'HTML']"
"서버/백엔드,웹풀스택","['Node.js', 'MySQL', 'Django', 'Docker']"
"서버/백엔드,응용프로그램","['REST API', 'Django', 'Python']"
"데이터엔지니어,시스템소프트웨어,응용프로그램","['MariaDB', 'REST API', 'C#', 'C++']"
"프론트엔드,웹풀스택","['TypeScript', 'Vue.js']"
"서버/백엔드,프론트엔드,안드로이드앱","['PHP', 'JavaScript', 'Java']"
안드로이드앱,"['Kotlin', 'Java']"
아이폰앱,['Swift']
"서버/백엔드,프론트엔드,웹풀스택","['ASP', 'JavaScript', 'Node.js']"
프론트엔드,"['i18n', 'Babel', 'Webpack', 'ES6', 'styled-components', 'Ubuntu', 'Apollo Client', 'ReactJS', 'CSS', 'HTML', 'JavaScript']"
"서버/백엔드,프론트엔드,웹풀스택","['Vue.js', 'Ruby on Rails']"
"프론트엔드,웹풀스택","['JavaScript', 'ReactJS', 'HTML', 'CSS', 'ThreeJS']"
"서버/백엔드,시스템/네트워크","['Python', 'Django', 'Docker', 'Amazon Web Services(AWS)', 'Google Cloud Platform', 'MySQL']"
"프론트엔드,안드로이드앱","['Android', 'Kotlin', 'Java', 'Firebase']"
"프론트엔드,아이폰앱","['iOS', 'Swift', 'Objective-C', 'Firebase']"
"서버/백엔드,웹풀스택,사물인터넷(IoT)","['GCP(Google Cloud Platform)', 'Docker', 'Django', 'Git', 'Python']"
"프론트엔드,사물인터넷(IoT)","['MobX', 'TypeScript', 'ES6', 'ReactJS', 'JavaScript']"
서버/백엔드,"['TypeScript', 'Node.js']"
"서버/백엔드,프론트엔드,웹풀스택","['JavaScript', 'MySQL', 'Java']"
"시스템/네트워크,시스템소프트웨어,인터넷보안","['Linux', 'PostgreSQL', 'Docker', 'Amazon Web Services(AWS)']"
"서버/백엔드,안드로이드앱,인공지능(AI)","['RxJava', 'MySQL', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['REST API', 'GitHub', 'ES6', 'CSS3', 'HTML5', 'PHP', 'MySQL', 'MongoDB', 'Node.js']"
"서버/백엔드,웹풀스택,시스템/네트워크","['Kubernetes', 'Redis', 'Ruby on Rails', 'MySQL', 'JavaScript', 'Git', 'Docker', 'Apollo Client', 'GraphQL', 'Node.js']"
"프론트엔드,웹풀스택","['ES6', 'TypeScript']"
